Excipient,Tablet,CP,Family,AoR,D10,D25,D50,D75,D90,Span,MPS,BD,TD,HR,CI,Y,K,E,DR5,DR20,DR45,DR75,DR105,DR150,DR210
UF-702,MUPS,20,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,86.50,13.50,0.12,0.43,0.69,0.67,0.47,0.21,0.15
UF-702,MUPS,20,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,93.77,6.23,0.58,0.60,0.55,0.49,0.40,0.24,0.16
UF-702,MUPS,20,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,99.17,0.83,0.17,0.35,0.51,0.56,0.36,0.29,0.22
UF-702,MUPS,20,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,92.28,7.72,0.69,0.45,0.40,0.43,0.46,0.32,0.17
UF-702,MUPS,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,66.67,33.33,0.93,1.00,0.76,0.52,0.32,0.16,0.12
UF-702,MUPS,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,80.95,19.05,0.37,0.66,0.64,0.65,0.40,0.23,0.14
UF-702,MUPS,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,72.96,27.04,0.39,0.91,0.65,0.63,0.36,0.17,0.12
UF-702,MUPS,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,67.16,32.84,0.87,0.90,0.70,0.51,0.34,0.22,0.07
UF-702,MUPS,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,52.36,47.64,1.26,1.39,0.82,0.41,0.14,0.14,0.07
UF-702,MUPS,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,54.92,45.08,1.29,1.19,0.78,0.42,0.34,0.11,0.07
UF-702,MUPS,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,53.93,46.07,1.50,1.20,0.69,0.41,0.26,0.16,0.05
UF-702,MUPS,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,60.66,39.34,1.06,1.06,0.68,0.57,0.25,0.19,0.05
UF-702,MUPS,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,32.24,67.76,3.22,1.66,0.52,0.32,0.13,0.05,0.02
UF-702,MUPS,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,31.56,68.44,2.95,1.98,0.48,0.28,0.08,0.02,0.05
UF-702,MUPS,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,35.96,64.04,1.80,1.84,0.89,0.30,0.24,0.03,0.01
UF-702,MUPS,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,36.83,63.17,2.43,1.80,0.63,0.28,0.17,0.04,0.05
UF-711,MUPS,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,81.05,18.95,0.46,0.50,0.56,0.58,0.54,0.29,0.13
UF-711,MUPS,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,92.91,7.09,0.15,0.36,0.53,0.52,0.49,0.32,0.21
UF-711,MUPS,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,89.81,10.19,0.30,0.31,0.47,0.50,0.53,0.29,0.17
UF-711,MUPS,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,86.73,13.27,0.28,0.41,0.51,0.59,0.50,0.29,0.17
UF-711,MUPS,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,66.45,33.55,0.67,0.97,0.69,0.58,0.46,0.19,0.11
UF-711,MUPS,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,72.87,27.13,0.88,0.65,0.57,0.52,0.40,0.26,0.12
UF-711,MUPS,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,64.47,35.53,0.87,0.86,0.67,0.42,0.44,0.23,0.07
UF-711,MUPS,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,61.47,38.53,1.73,0.75,0.58,0.52,0.38,0.21,0.09
UF-711,MUPS,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,29.14,70.86,1.95,1.13,0.81,0.41,0.34,0.06,0.08
UF-711,MUPS,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,35.06,64.94,2.71,1.61,0.86,0.24,0.18,0.05,-0.02
UF-711,MUPS,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,30.27,69.73,2.78,1.66,0.58,0.40,0.09,0.04,0.06
UF-711,MUPS,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,40.52,59.48,2.69,1.31,0.55,0.30,0.22,0.09,0.05
UF-711,MUPS,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,23.03,76.97,3.48,1.74,0.58,0.21,0.15,-0.02,0.01
UF-711,MUPS,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,22.32,77.68,3.71,1.74,0.55,0.26,0.08,0.04,-0.02
UF-711,MUPS,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,23.22,76.78,3.35,1.91,0.66,0.25,0.06,-0.02,0.02
UF-711,MUPS,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,21.14,78.86,3.67,1.94,0.57,0.23,-0.04,0.07,-0.03
UF-711,MUPS,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,92.42,7.58,0.53,0.27,0.49,0.54,0.45,0.28,0.16
UF-711,MUPS,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,96.10,3.90,0.61,0.32,0.43,0.48,0.52,0.30,0.20
UF-711,MUPS,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,96.73,3.27,0.44,0.24,0.47,0.63,0.48,0.34,0.17
UF-711,MUPS,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,95.90,4.10,0.51,0.24,0.37,0.70,0.44,0.30,0.18
UF-711,MUPS,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,71.13,28.87,1.11,0.93,0.47,0.44,0.39,0.22,0.11
UF-711,MUPS,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,74.97,25.03,0.61,0.71,0.72,0.51,0.37,0.20,0.12
UF-711,MUPS,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,69.90,30.10,1.47,0.74,0.68,0.53,0.28,0.21,0.14
UF-711,MUPS,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,72.25,27.75,1.19,0.74,0.62,0.50,0.32,0.23,0.12
UF-711,MUPS,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,58.42,41.58,1.53,0.98,0.79,0.41,0.26,0.17,0.08
UF-711,MUPS,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,61.15,38.85,1.40,1.03,0.72,0.44,0.34,0.17,0.09
UF-711,MUPS,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,50.20,49.80,1.67,1.39,0.79,0.31,0.30,0.11,0.07
UF-711,MUPS,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,47.05,52.95,2.36,1.17,0.59,0.43,0.24,0.13,0.03
UF-711,MUPS,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,25.71,74.29,3.14,2.05,0.66,0.04,0.08,0.04,0.01
UF-711,MUPS,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,28.56,71.44,3.01,1.87,0.73,0.12,0.10,0.03,0.02
UF-711,MUPS,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,40.58,59.42,2.54,1.54,0.66,0.36,0.14,0.01,0.10
UF-711,MUPS,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,37.40,62.60,3.12,1.40,0.56,0.27,0.21,0.03,0.06
KG-802,MUPS,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,88.27,11.73,0.54,0.36,0.43,0.50,0.49,0.26,0.20
KG-802,MUPS,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,87.80,12.20,1.02,0.49,0.46,0.47,0.45,0.26,0.19
KG-802,MUPS,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,72.50,27.50,0.63,0.84,0.60,0.60,0.39,0.23,0.14
KG-802,MUPS,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,75.86,24.14,0.85,0.71,0.59,0.62,0.43,0.28,0.16
KG-802,MUPS,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,51.68,48.32,1.53,0.74,0.39,0.38,0.34,0.22,0.16
KG-802,MUPS,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,44.58,55.42,1.89,1.35,0.70,0.47,0.28,0.13,0.02
KG-802,MUPS,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,61.60,38.40,1.45,0.78,0.58,0.39,0.43,0.21,0.07
KG-802,MUPS,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,58.39,41.61,1.81,0.90,0.52,0.44,0.31,0.23,0.07
KG-802,MUPS,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,34.10,65.90,2.13,1.79,0.77,0.39,0.14,0.06,0.01
KG-802,MUPS,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,29.40,70.60,2.00,1.97,0.79,0.30,0.12,0.05,-0.02
KG-802,MUPS,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,33.34,66.66,2.00,1.90,0.82,0.33,0.10,0.02,0.04
KG-802,MUPS,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,28.29,71.71,2.21,1.22,0.77,0.37,0.32,0.08,0.03
KG-802,MUPS,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,21.32,78.68,3.07,2.25,0.62,0.12,0.02,0.00,0.01
KG-802,MUPS,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,21.13,78.87,2.18,2.58,0.77,0.03,0.10,-0.04,0.01
KG-802,MUPS,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,23.54,76.46,2.42,2.14,0.90,0.02,0.09,0.00,0.01
KG-802,MUPS,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,26.73,73.27,2.65,2.21,0.67,0.19,0.02,0.01,0.04
KG-802,MUPS,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,81.62,18.38,1.05,0.51,0.48,0.51,0.37,0.26,0.15
KG-802,MUPS,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,93.77,6.23,0.60,0.60,0.63,0.51,0.38,0.24,0.14
KG-802,MUPS,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,94.17,5.83,0.53,0.37,0.42,0.50,0.48,0.28,0.18
KG-802,MUPS,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,97.35,2.65,0.48,0.30,0.37,0.55,0.50,0.34,0.17
KG-802,MUPS,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,63.70,36.30,0.92,0.89,0.75,0.61,0.27,0.20,0.05
KG-802,MUPS,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,76.38,23.62,0.99,0.74,0.52,0.53,0.33,0.25,0.13
KG-802,MUPS,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,67.03,32.97,0.97,1.26,0.59,0.50,0.38,0.09,0.18
KG-802,MUPS,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,80.11,19.89,0.89,0.64,0.61,0.43,0.43,0.26,0.15
KG-802,MUPS,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,49.19,50.81,1.92,1.21,0.79,0.36,0.26,0.11,0.05
KG-802,MUPS,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,59.58,40.42,0.78,1.42,0.79,0.46,0.31,0.20,0.06
KG-802,MUPS,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,67.14,32.86,-0.07,1.21,0.95,0.48,0.32,0.19,0.08
KG-802,MUPS,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,55.64,44.36,1.71,1.21,0.77,0.40,0.21,0.15,0.10
KG-802,MUPS,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,49.76,50.24,1.27,1.50,0.90,0.47,0.11,0.10,0.08
KG-802,MUPS,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,39.06,60.94,1.91,1.70,0.96,0.19,0.20,0.05,0.04
KG-802,MUPS,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,42.08,57.92,1.29,1.73,0.97,0.44,0.14,0.07,0.03
KG-802,MUPS,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,40.45,59.55,1.10,1.91,1.01,0.32,0.10,0.10,0.00
KG-1000,MUPS,20,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,77.08,22.92,1.01,0.52,0.50,0.51,0.49,0.24,0.16
KG-1000,MUPS,20,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,87.80,12.20,0.30,0.77,0.79,0.68,0.47,0.26,0.13
KG-1000,MUPS,20,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,80.83,19.17,0.42,0.56,0.59,0.63,0.52,0.33,0.13
KG-1000,MUPS,20,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,82.35,17.65,0.12,0.62,0.55,0.55,0.52,0.30,0.13
KG-1000,MUPS,40,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,55.21,44.79,1.86,0.86,0.55,0.56,0.38,0.14,0.07
KG-1000,MUPS,40,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,46.88,53.12,1.85,1.18,0.82,0.46,0.27,0.10,0.06
KG-1000,MUPS,40,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,47.32,52.68,0.93,1.42,1.01,0.51,0.23,0.10,0.04
KG-1000,MUPS,40,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,66.75,33.25,0.89,0.81,0.79,0.57,0.43,0.18,0.13
KG-1000,MUPS,60,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,38.17,61.83,1.96,1.53,0.81,0.48,0.17,0.04,0.04
KG-1000,MUPS,60,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,37.25,62.75,2.13,1.50,0.84,0.37,0.20,0.06,0.03
KG-1000,MUPS,60,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,46.31,53.69,0.84,1.43,1.02,0.53,0.29,0.07,0.03
KG-1000,MUPS,60,KG,41.29698819,14.44,23.75,39.44,55.25,66.23,1.313133874,39.65,0.1654,0.3243137255,1.960784314,0.49,47.8,43.25,56.75,1.43,1.68,0.82,0.37,0.21,0.08,0.06
