Excipient,Tablet,CP,Family,AoR,D10,D25,D50,D75,D90,Span,MPS,BD,TD,HR,CI,Y,K,E,DR5,DR20,DR45,DR75,DR105,DR150,DR210
UF-702,SPIM,20,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,92.74,7.26,0.21,0.28,0.48,0.61,0.51,0.39,0.17
UF-702,SPIM,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,94.00,6.00,0.12,0.26,0.46,0.58,0.51,0.31,0.19
UF-702,SPIM,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,94.06,5.94,0.27,0.24,0.49,0.56,0.57,0.36,0.19
UF-702,SPIM,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,95.52,4.48,0.20,0.30,0.41,0.54,0.53,0.32,0.21
UF-702,SPIM,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,97.13,2.87,0.22,0.25,0.41,0.53,0.59,0.37,0.20
UF-702,SPIM,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,77.52,22.48,0.99,0.63,0.50,0.59,0.46,0.28,0.17
UF-702,SPIM,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,74.25,25.75,0.83,1.35,0.73,0.45,0.27,0.17,0.11
UF-702,SPIM,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,70.83,29.17,0.89,0.60,0.60,0.65,0.55,0.27,0.11
UF-702,SPIM,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,73.27,26.73,0.84,0.49,0.64,0.66,0.46,0.31,0.10
UF-702,SPIM,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,74.88,25.12,1.35,1.19,1.00,0.54,0.35,0.11,0.02
UF-702,SPIM,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,47.17,52.83,1.16,0.97,0.87,0.58,0.33,0.16,0.06
UF-702,SPIM,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,55.71,44.29,1.51,0.65,0.59,0.54,0.38,0.25,0.13
UF-702,SPIM,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,37.11,62.89,2.01,1.39,0.95,0.41,0.26,0.04,0.01
UF-702,SPIM,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,45.54,54.46,1.53,1.04,0.99,0.49,0.33,0.09,0.01
UF-702,SPIM,20,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,87.13,12.87,0.37,0.24,0.72,0.74,0.45,0.26,0.14
UF-702,SPIM,20,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,90.62,9.38,0.35,0.26,0.57,0.71,0.52,0.28,0.14
UF-702,SPIM,20,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,89.80,10.20,0.28,0.16,0.65,0.78,0.45,0.30,0.11
UF-702,SPIM,20,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,80.83,19.17,0.30,0.33,0.90,0.71,0.40,0.25,0.10
UF-702,SPIM,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,100.54,0.00,0.37,0.28,0.42,0.59,0.55,0.36,0.20
UF-702,SPIM,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,100.75,0.00,0.46,0.27,0.45,0.49,0.56,0.34,0.22
UF-702,SPIM,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,97.86,2.14,0.30,0.21,0.59,0.65,0.47,0.35,0.19
UF-702,SPIM,40,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,96.03,3.97,0.67,0.23,0.47,0.54,0.60,0.32,0.20
UF-702,SPIM,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,96.52,3.48,0.02,0.26,0.66,0.61,0.53,0.34,0.16
UF-702,SPIM,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,95.81,4.19,-0.02,0.39,0.66,0.64,0.40,0.34,0.18
UF-702,SPIM,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,89.06,10.94,0.62,0.35,0.72,0.61,0.46,0.31,0.19
UF-702,SPIM,60,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,93.35,6.65,0.20,0.38,0.61,0.64,0.47,0.35,0.16
UF-702,SPIM,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,71.89,28.11,0.52,0.72,0.89,0.62,0.45,0.21,0.09
UF-702,SPIM,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,73.40,26.60,0.53,0.71,0.90,0.62,0.42,0.23,0.10
UF-702,SPIM,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,69.62,30.38,0.56,0.76,1.01,0.58,0.44,0.18,0.10
UF-702,SPIM,80,UF,23.99283692,38.47,78.95,127.9,166.9,196.9,1.238702111,123,0.3051,0.42375,1.388888889,0.28,45.98,71.57,28.43,0.47,0.79,0.93,0.60,0.44,0.20,0.10
UF-711,SPIM,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,104.41,0.00,-0.09,0.19,0.42,0.54,0.55,0.34,0.26
UF-711,SPIM,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,95.23,4.77,0.24,0.16,0.40,0.66,0.55,0.33,0.18
UF-711,SPIM,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,102.42,0.00,-0.02,0.21,0.41,0.54,0.57,0.37,0.24
UF-711,SPIM,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,90.24,9.76,0.22,0.25,0.54,0.58,0.46,0.33,0.16
UF-711,SPIM,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,99.91,0.09,0.05,0.18,0.41,0.58,0.54,0.38,0.20
UF-711,SPIM,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,98.39,1.61,0.05,0.19,0.47,0.55,0.62,0.40,0.19
UF-711,SPIM,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,98.81,1.19,-0.06,0.21,0.51,0.55,0.64,0.39,0.20
UF-711,SPIM,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,98.34,1.66,0.05,0.22,0.47,0.62,0.59,0.37,0.22
UF-711,SPIM,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,84.70,15.30,0.33,0.49,0.61,0.62,0.49,0.30,0.18
UF-711,SPIM,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,89.89,10.11,0.22,0.43,0.53,0.69,0.54,0.34,0.20
UF-711,SPIM,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,82.44,17.56,0.33,0.48,0.58,0.68,0.49,0.30,0.14
UF-711,SPIM,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,82.05,17.95,0.48,0.52,0.54,0.65,0.52,0.31,0.15
UF-711,SPIM,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,78.31,21.69,0.55,0.57,0.58,0.58,0.56,0.32,0.11
UF-711,SPIM,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,72.45,27.55,1.15,0.61,0.61,0.46,0.50,0.22,0.15
UF-711,SPIM,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,65.51,34.49,0.99,0.85,0.72,0.48,0.48,0.22,0.10
UF-711,SPIM,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,72.72,27.28,0.81,0.74,0.62,0.62,0.38,0.32,0.10
UF-711,SPIM,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,97.03,2.97,0.19,0.26,0.56,0.56,0.58,0.33,0.17
UF-711,SPIM,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,95.71,4.29,0.42,0.23,0.51,0.61,0.52,0.33,0.17
UF-711,SPIM,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,99.38,0.62,0.28,0.18,0.47,0.54,0.60,0.31,0.17
UF-711,SPIM,20,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,93.73,6.27,0.24,0.30,0.57,0.62,0.55,0.29,0.17
UF-711,SPIM,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,91.11,8.89,0.30,0.45,0.64,0.58,0.52,0.33,0.17
UF-711,SPIM,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,92.47,7.53,0.38,0.36,0.59,0.53,0.58,0.37,0.14
UF-711,SPIM,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,93.98,6.02,0.27,0.33,0.53,0.59,0.55,0.34,0.15
UF-711,SPIM,40,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,99.57,0.43,0.22,0.34,0.48,0.56,0.53,0.35,0.20
UF-711,SPIM,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,81.74,18.26,0.71,0.42,0.64,0.64,0.45,0.30,0.10
UF-711,SPIM,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,83.92,16.08,0.45,0.54,0.64,0.56,0.53,0.28,0.12
UF-711,SPIM,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,88.40,11.60,0.25,0.38,0.71,0.68,0.47,0.28,0.15
UF-711,SPIM,60,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,85.96,14.04,0.47,0.43,0.71,0.62,0.46,0.30,0.14
UF-711,SPIM,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,51.86,48.14,1.76,1.15,0.82,0.45,0.29,0.13,0.05
UF-711,SPIM,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,49.34,50.66,1.60,1.29,0.87,0.46,0.19,0.13,0.04
UF-711,SPIM,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,60.26,39.74,1.52,0.94,0.82,0.55,0.28,0.15,0.10
UF-711,SPIM,80,UF,32.96750161,20.65,33.78,52.05,70.6,81.99,1.178482229,51.85,0.2644,0.4196825397,1.587301587,0.37,45.02,52.36,47.64,1.57,1.11,0.69,0.49,0.29,0.19,0.00
KG-802,SPIM,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,95.48,4.52,0.09,0.26,0.50,0.66,0.62,0.36,0.21
KG-802,SPIM,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,87.80,12.20,0.26,0.24,0.44,0.68,0.68,0.35,0.25
KG-802,SPIM,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,85.37,14.63,0.34,0.26,0.53,0.89,0.68,0.33,0.13
KG-802,SPIM,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,99.57,0.43,0.18,0.25,0.39,0.57,0.58,0.35,0.25
KG-802,SPIM,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,89.74,10.26,0.30,0.38,0.45,0.58,0.54,0.33,0.17
KG-802,SPIM,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,89.09,10.91,0.52,0.42,0.48,0.46,0.64,0.33,0.19
KG-802,SPIM,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,93.73,6.27,0.17,0.28,0.48,0.57,0.56,0.35,0.18
KG-802,SPIM,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,96.32,3.68,0.38,0.30,0.35,0.58,0.48,0.36,0.23
KG-802,SPIM,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,73.06,26.94,1.06,0.79,0.82,0.68,0.42,0.17,0.07
KG-802,SPIM,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,85.00,15.00,0.61,0.62,0.64,0.74,0.46,0.25,0.11
KG-802,SPIM,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,72.02,27.98,0.54,0.42,0.52,0.58,0.46,0.33,0.16
KG-802,SPIM,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,65.11,34.89,1.18,0.55,0.58,0.53,0.46,0.27,0.12
KG-802,SPIM,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,38.89,61.11,1.74,1.42,0.79,0.46,0.19,0.11,0.07
KG-802,SPIM,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,46.32,53.68,1.57,1.07,0.74,0.57,0.27,0.17,0.07
KG-802,SPIM,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,37.51,62.49,1.76,0.92,0.50,0.37,0.40,0.19,0.12
KG-802,SPIM,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,29.42,70.58,2.77,1.76,0.72,0.32,0.04,0.07,0.00
KG-802,SPIM,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,82.02,17.98,0.93,0.37,0.62,0.60,0.44,0.25,0.14
KG-802,SPIM,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,88.05,11.95,0.36,0.36,0.66,0.69,0.45,0.29,0.14
KG-802,SPIM,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,87.53,12.47,0.40,0.36,0.73,0.60,0.45,0.29,0.15
KG-802,SPIM,20,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,84.71,15.29,0.79,0.33,0.66,0.59,0.45,0.29,0.14
KG-802,SPIM,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,94.18,5.82,0.39,0.22,0.48,0.52,0.40,0.27,0.15
KG-802,SPIM,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,93.61,6.39,0.24,0.36,0.67,0.55,0.51,0.34,0.17
KG-802,SPIM,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,92.39,7.61,0.44,0.42,0.50,0.54,0.57,0.34,0.15
KG-802,SPIM,40,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,88.59,11.41,0.39,0.39,0.63,0.59,0.53,0.30,0.14
KG-802,SPIM,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,74.78,25.22,0.59,0.77,0.79,0.57,0.39,0.23,0.12
KG-802,SPIM,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,81.57,18.43,0.53,0.55,0.71,0.72,0.44,0.22,0.16
KG-802,SPIM,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,88.31,11.69,0.41,0.45,0.64,0.61,0.45,0.29,0.16
KG-802,SPIM,60,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,83.56,16.44,0.35,0.62,0.74,0.56,0.41,0.28,0.15
KG-802,SPIM,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,62.70,37.30,0.80,0.97,0.92,0.57,0.37,0.17,0.07
KG-802,SPIM,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,59.03,40.97,0.92,1.10,0.94,0.55,0.33,0.16,0.06
KG-802,SPIM,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,64.62,35.38,0.75,0.96,0.97,0.51,0.41,0.16,0.09
KG-802,SPIM,80,KG,37.26815434,18.06,30.97,49.05,68.51,80.68,1.276656473,49.28,0.2562,0.427,1.666666667,0.4,45.72,61.16,38.84,1.00,1.10,0.88,0.49,0.34,0.17,0.08